TestGroup,Test,LowerLimit,UpperLimit,DeltaLimit,TestNumber,B1-S1,B301-S1,B302-S1,B307-S1,B339-S1,B352-S1,B355-S1,B306-S1,B307-S1,B317-S1,B325-S1,B311-S1,B316-S1,B327-S1,B344-S1,B367-S1,Gold1,Gold301,Gold302,Gold303,Gold304,Gold305,Gold306,Gold307,Gold308,Gold309,Gold310,Gold311,Gold312,Gold313,Gold314,Gold315,Gold316,Gold317,Gold318,Gold319,Gold320,Gold321,Gold322,Gold323,Gold324,Gold325,Gold326,Gold327,Gold328,Gold329,Gold330,Gold331,Gold332,Gold333,Gold334,Gold335,Gold336,Gold337,Gold338,Gold339,Gold340,Gold341,Gold342,Gold343,Gold344,Gold345,Gold346,Gold347,Gold348,Gold349,Gold350,Gold351,Gold352,Gold353,Gold354,Gold355,Gold356,Gold357,Gold358,Gold359,Gold360,Gold361,Gold362,Gold363,Gold364,Gold365,Gold366,Gold367,,Gold1-B1-S1,Gold1-B301-S1,Gold1-B302-S1,Gold1-B307-S1,Gold1-B339-S1,Gold1-B352-S1,Gold1-B355-S1,Gold1-B306-S1,Gold1-B307-S1,Gold1-B317-S1,Gold1-B325-S1,Gold1-B311-S1,Gold1-B316-S1,Gold1-B327-S1,Gold1-B344-S1,Gold1-B367-S1
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,channelPower_ACLR1_LOW,4,10,0.5,10876,7.08183,6.57391,6.9113,6.71595,6.84307,6.5456,6.96454,6.8073,6.77132,6.80317,7.10833,6.8244,6.78146,6.713,6.80816,6.69819,-60.5518,-60.133781,-61.869334,-61.237897,-59.959134,-60.016176,-60.304763,-60.406924,-60.467166,-61.849027,-60.525445,-61.952454,-60.22461,-60.314244,-59.317422,-61.205979,-60.900378,-60.933938,-61.168054,-60.264152,-61.126611,-57.230348,-59.516677,-60.092465,-59.143328,-60.448125,-60.273533,-61.417706,-60.544306,-60.096176,-61.83546,-60.735477,-60.91333,-58.79908,-60.616345,-60.836699,-60.721914,-58.795446,-58.61268,-60.957978,-62.111607,-58.982081,-61.595747,-59.66542,-61.736759,-61.777114,-61.869251,-61.363561,-59.814215,-62.191218,-61.940177,-61.325888,-61.890451,-60.837087,-61.078913,-61.572327,-59.183178,-60.682022,-60.860692,-62.336596,-59.509108,-61.127976,-60.909588,-59.612851,-61.565426,-61.242609,-61.699641,-60.568689,,-67.63363,-67.12571,-67.4631,-67.26775,-67.39487,-67.0974,-67.51634,-67.3591,-67.32312,-67.35497,-67.66013,-67.3762,-67.33326,-67.2648,-67.35996,-67.24999
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,channelPower_E_UTRA_UP,2,8,0.5,10879,5.00951,4.63039,4.88903,4.77908,4.81987,4.66384,4.88512,4.81438,4.78334,4.82896,5.07912,4.82846,4.77346,4.61836,4.84402,4.63082,-54.979,-54.83224,-56.407748,-56.091841,-55.788892,-54.941504,-54.952259,-55.612893,-55.297634,-56.250474,-55.715924,-56.645406,-55.887025,-55.225042,-54.907393,-56.52297,-55.519875,-55.507719,-55.818576,-55.422484,-55.528756,-52.969525,-55.904167,-55.342113,-54.985566,-55.132883,-55.117674,-56.524209,-55.230651,-54.973635,-56.739826,-55.837956,-55.383096,-54.009093,-55.507663,-55.336345,-55.289505,-54.070048,-53.89808,-55.941659,-56.547279,-54.763997,-56.322742,-54.46603,-56.062642,-56.712169,-56.333421,-56.030276,-54.607885,-56.499692,-56.165929,-55.636372,-56.66148,-55.960094,-55.818875,-55.802628,-54.238085,-56.346093,-55.235758,-56.898957,-54.194536,-56.052562,-55.274412,-54.78832,-56.511605,-55.79241,-56.499007,-55.350641,,-59.98851,-59.60939,-59.86803,-59.75808,-59.79887,-59.64284,-59.86412,-59.79338,-59.76234,-59.80796,-60.05812,-59.80746,-59.75246,-59.59736,-59.82302,-59.60982
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,channelPower_ACLR1_UP,4,10,0.5,10880,6.08973,5.65993,5.97754,5.77135,5.94039,5.79111,5.92246,5.90122,5.85607,5.9159,6.15047,5.96754,5.79239,5.70939,5.94578,5.72434,-59.5668,-59.90653,-61.176245,-61.187371,-60.787172,-59.31591,-60.109919,-60.156823,-59.636841,-60.974456,-60.23768,-61.201363,-60.686469,-59.616186,-60.008275,-61.555115,-59.971602,-60.120179,-60.435122,-60.267238,-60.181662,-58.088765,-61.029587,-60.323691,-60.210856,-59.568528,-59.696549,-61.32144,-59.575765,-59.27753,-61.532807,-60.758026,-60.011456,-58.151221,-60.004261,-59.874823,-59.851886,-58.376718,-58.284345,-60.310686,-61.531177,-59.886694,-61.009007,-58.915268,-60.880248,-61.957684,-61.049707,-60.948551,-59.053618,-61.551042,-61.078645,-60.361031,-61.654824,-60.425493,-60.524407,-60.463371,-58.71951,-61.006421,-59.717668,-61.814638,-58.838895,-60.986191,-59.719007,-59.131352,-61.320754,-60.725624,-61.095534,-60.279159,,-65.65653,-65.22673,-65.54434,-65.33815,-65.50719,-65.35791,-65.48926,-65.46802,-65.42287,-65.4827,-65.71727,-65.53434,-65.35919,-65.27619,-65.51258,-65.29114
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,CCA_UP_channelPower,2.52,8.52,0.15,10868,5.70991,5.44564,5.49996,5.53567,5.43227,5.44974,5.4439,5.51919,5.41693,5.52787,5.47052,5.46072,5.52189,5.38477,5.45702,5.47322,-12.4874,-10.922092,-12.138167,-11.170398,-11.131709,-12.309267,-10.853997,-11.897038,-12.305325,-13.278787,-11.535487,-12.023287,-11.339379,-12.540938,-10.770354,-11.43741,-12.304247,-11.498946,-11.88983,-11.099116,-12.26823,-10.364723,-11.099821,-10.99257,-10.704617,-12.500951,-12.564422,-11.767283,-12.715952,-12.674682,-11.783071,-11.314891,-12.023317,-12.765221,-11.79544,-12.505165,-12.472627,-12.993984,-12.831744,-12.056729,-11.668778,-10.800613,-12.005705,-12.774873,-11.775039,-11.46559,-11.947364,-11.471755,-12.310674,-11.675833,-11.675797,-12.664691,-11.648429,-11.995029,-11.685598,-12.25549,-13.185411,-11.558228,-12.461371,-11.638389,-12.719206,-11.382537,-12.242727,-12.482741,-11.789346,-11.561007,-12.244828,-11.168823,,-18.197309999999998,-17.93304,-17.98736,-18.023069999999997,-17.91967,-17.93714,-17.9313,-18.00659,-17.904329999999998,-18.01527,-17.957919999999998,-17.94812,-18.00929,-17.872169999999997,-17.94442,-17.96062
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,CCA_LOW_channelPower,1.63,7.63,0.15,11212,4.84705,4.55832,4.62135,4.6489,4.54173,4.57126,4.56154,4.64473,4.52961,4.63963,4.58829,4.5715,4.63386,4.49724,4.5745,4.6055,-13.0794,-11.539602,-12.778202,-11.795789,-11.71891,-12.9519,-11.460198,-12.517237,-12.908178,-13.914291,-12.13308,-12.648342,-11.954548,-13.161694,-11.394814,-12.037023,-12.928742,-12.140779,-12.461585,-11.745915,-12.874632,-10.990517,-11.781311,-11.585575,-11.319457,-13.151837,-13.201918,-12.407483,-13.373391,-13.301984,-12.388396,-11.889753,-12.666877,-13.404961,-12.383646,-13.135501,-13.102309,-13.627814,-13.437511,-12.65171,-12.300216,-11.418055,-12.632495,-13.37826,-12.370003,-12.08375,-12.560583,-12.054276,-12.901309,-12.264741,-12.269947,-13.268335,-12.232757,-12.588774,-12.270111,-12.871035,-13.78009,-12.178666,-13.07278,-12.250956,-13.329223,-12.004408,-12.875331,-13.08478,-12.38872,-12.196109,-12.829183,-11.772208,,-17.92645,-17.63772,-17.70075,-17.7283,-17.62113,-17.65066,-17.64094,-17.72413,-17.609009999999998,-17.71903,-17.66769,-17.6509,-17.71326,-17.576639999999998,-17.6539,-17.6849
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,CCA_Total_channelPower,2.85,8.85,0.15,10883,5.63902,5.33073,5.3734,5.39845,5.33663,5.33448,5.37077,5.39915,5.33638,5.3893,5.34642,5.34458,5.43482,5.262,5.34227,5.34424,-0.336221,0.35947444,0.069706344,0.12124123,0.17247297,-0.28582634,0.5551054,0.45642007,-0.113124263,-0.077984405,0.18189566,-0.28657598,-0.22773938,-0.91647362,0.23071182,-0.12505809,0.2249917,-0.127975156,0.16639084,0.073114968,0.029961555,0.25521854,0.30846213,0.15168078,0.15977168,0.012414161,-0.22194993,-0.41914303,0.28379376,0.35254335,-0.053705554,0.43187943,0.46667723,0.21588965,0.20156101,-0.27832354,-0.20544054,0.24941543,-0.38924776,-0.108496117,0.74551898,-0.26834702,-0.048469925,-0.30984434,0.13894511,0.01023621,-0.060962184,0.14868134,0.70346579,-0.096358815,0.22808114,-0.45161239,-0.13827828,0.13072705,0.049519895,0.18003786,-0.116291698,-0.22465672,0.79364031,0.047776977,-0.034214145,0.24454347,-0.53886727,0.17092451,0.28088312,-0.19090885,-0.1517977,-0.105615486,,-5.9752410000000005,-5.666951,-5.709621,-5.7346710000000005,-5.6728510000000005,-5.670701,-5.706991,-5.735371,-5.672601,-5.7255210000000005,-5.682641,-5.680801,-5.771041,-5.598221,-5.678491,-5.680461
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_E_UTRA_LOW,4,10,0.5,10897,8.17683,7.7791,7.98982,8.18132,8.13006,7.73164,7.85231,8.10298,7.64432,8.26357,7.31405,7.9105,8.58143,8.4406,7.33694,7.94099,-47.1915,-45.619607,-45.867715,-46.001626,-44.03672,-47.500252,-43.689482,-45.983308,-46.073468,-43.85595,-45.668033,-47.769803,-47.523454,-46.40825,-45.096966,-46.846803,-43.419569,-47.222628,-47.703907,-46.988273,-45.671116,-45.163885,-41.066257,-45.558159,-44.596168,-46.122928,-47.150617,-46.289044,-44.79139,-45.942385,-46.072489,-42.906866,-46.369702,-46.815965,-46.915198,-47.136582,-46.654462,-46.819468,-47.376849,-47.010945,-42.481003,-47.310853,-46.022438,-46.581264,-45.953694,-43.806128,-47.292493,-46.084688,-44.991836,-46.441271,-44.792218,-46.126111,-46.677896,-46.145997,-47.071029,-46.205359,-47.023666,-46.870342,-42.801035,-46.155883,-47.564711,-45.817942,-46.856727,-47.511444,-44.424832,-47.522042,-46.004556,-48.110356,,-55.36833,-54.9706,-55.18132,-55.37282,-55.32156,-54.92314,-55.04381,-55.29448,-54.83582,-55.45507,-54.50555,-55.102,-55.772929999999995,-55.632099999999994,-54.528439999999996,-55.13249
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_ACLR1_LOW,4,10,0.5,10898,8.85962,8.3936,8.68838,8.84658,8.82748,8.3897,8.52757,8.78179,8.28073,8.8909,7.9,8.55807,9.29026,9.17155,7.95309,8.63773,-52.1738,-50.383279,-50.531459,-50.794963,-48.706117,-52.423453,-48.493522,-50.700217,-51.070007,-48.553557,-50.53936,-52.826286,-52.447314,-51.226399,-49.974091,-51.835929,-48.117477,-52.131995,-52.503472,-51.872192,-50.50186,-49.922307,-45.770652,-50.519039,-49.359662,-51.086211,-52.050628,-51.094957,-49.592548,-50.778947,-51.031423,-47.655044,-51.182217,-51.72131,-51.622321,-52.118551,-51.60977,-51.745866,-52.271962,-51.923598,-47.30193,-52.219627,-50.918817,-51.515097,-50.93609,-48.507539,-52.152256,-50.698255,-49.800931,-51.391346,-49.434635,-51.01701,-51.64929,-51.065035,-51.934339,-51.051632,-51.938825,-51.84914,-47.619023,-50.986896,-52.453585,-50.576501,-51.755592,-52.491853,-49.229042,-52.505885,-50.893084,-52.979171,,-61.03342,-60.5674,-60.86218,-61.02038,-61.00128,-60.5635,-60.70137,-60.95559,-60.45453,-61.0647,-60.0738,-60.73187,-61.46406,-61.345349999999996,-60.12689,-60.81153
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_E_UTRA_UP,4,10,0.5,10901,5.81845,5.4076,5.61464,5.51472,5.55247,5.51974,5.44971,5.61088,5.28332,5.61919,5.44412,5.59788,5.85038,5.58899,5.37996,5.60416,-46.2358,-45.845049,-46.299919,-46.42414,-46.032269,-46.206244,-45.426463,-45.62114,-46.576606,-46.181122,-46.409625,-46.670417,-46.535369,-45.662027,-46.484903,-46.700673,-45.72353,-46.065308,-46.200908,-46.244088,-46.223219,-46.069227,-44.263912,-46.488012,-46.304686,-46.692361,-46.640136,-46.659348,-46.013504,-45.975098,-46.813796,-45.291688,-45.944382,-46.268807,-45.817567,-46.851249,-46.64765,-46.14049,-46.020237,-46.592668,-44.498559,-46.527441,-46.732313,-46.158079,-46.417857,-46.115379,-46.589492,-46.087179,-45.453498,-46.714587,-46.094419,-46.684816,-46.567457,-46.354167,-46.197795,-46.273025,-46.454722,-46.775585,-44.353988,-46.802733,-46.555428,-46.013549,-45.839711,-46.320022,-46.013582,-45.933784,-46.761387,-46.183556,,-52.054249999999996,-51.6434,-51.85044,-51.750519999999995,-51.78827,-51.755539999999996,-51.685509999999994,-51.84668,-51.51912,-51.85499,-51.679919999999996,-51.83368,-52.08618,-51.82479,-51.615759999999995,-51.83996
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_ACLR1_UP,4,10,0.5,10902,6.87762,6.4022,6.67365,6.48973,6.62226,6.56149,6.52078,6.67767,6.27148,6.69079,6.47159,6.65502,6.92905,6.73502,6.35154,6.67861,-51.0887,-50.875606,-51.194608,-51.452846,-50.974796,-50.992615,-50.427078,-50.715227,-51.499126,-51.120244,-51.429487,-51.608024,-51.506604,-50.383389,-51.591576,-51.728211,-50.600144,-50.993192,-51.232832,-51.302803,-51.314634,-51.187486,-48.954557,-51.415714,-51.233488,-51.708825,-51.634847,-51.508577,-51.065906,-51.124674,-51.836429,-50.2443,-51.074323,-51.37346,-50.833431,-51.910596,-51.582056,-51.172238,-50.880653,-51.524155,-49.540696,-51.490846,-51.704523,-51.051442,-51.554382,-51.003797,-51.675808,-51.062052,-50.508016,-51.675322,-51.101578,-51.54413,-51.607812,-51.504459,-51.193417,-51.371981,-51.430137,-51.808723,-49.280291,-51.825388,-51.545263,-51.133586,-50.577998,-51.434277,-51.005411,-50.834269,-51.803056,-51.135307,,-57.96632,-57.4909,-57.762350000000005,-57.578430000000004,-57.71096,-57.65019,-57.609480000000005,-57.76637,-57.36018,-57.77949,-57.56029,-57.74372,-58.01775000000001,-57.82372,-57.44024,-57.76731
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,CCA_UP_channelPower,3.21,9.21,0.15,10890,6.01757,5.7092,5.75201,5.77671,5.71536,5.71252,5.7521,5.77601,5.71585,5.7681,5.72121,5.72325,5.81418,5.64104,5.72007,5.72212,-3.13275,-2.4167466,-2.7130147,-2.6461523,-2.6167416,-3.0643169,-2.2229817,-2.3349002,-2.9077995,-2.8521583,-2.6122615,-3.0574542,-3.0202742,-3.6891033,-2.5427557,-2.9075776,-2.5616575,-2.9078039,-2.6285624,-2.6937479,-2.7520123,-2.5300663,-2.4499783,-2.6468698,-2.6270732,-2.768199,-3.0047127,-3.1895256,-2.4792766,-2.4274692,-2.8309351,-2.361157,-2.3139034,-2.5587185,-2.583115,-3.0652044,-2.9896462,-2.5407361,-3.1699881,-2.8936881,-2.0296184,-3.0541309,-2.8216193,-3.1006469,-2.6477761,-2.7739412,-2.848621,-2.6444692,-2.0946612,-2.8829095,-2.5557911,-3.2307244,-2.922985,-2.6559888,-2.7386063,-2.6066099,-2.8995737,-3.0037277,-1.9927923,-2.7272861,-2.8219348,-2.5336693,-3.3139023,-2.6280567,-2.5068483,-2.9754527,-2.9360931,-2.8882091,,-9.15032,-8.84195,-8.88476,-8.90946,-8.84811,-8.84527,-8.88485,-8.908760000000001,-8.8486,-8.90085,-8.85396,-8.856,-8.94693,-8.77379,-8.85282,-8.85487
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,CCA_LOW_channelPower,2.21,8.21,0.15,11213,5.04647,4.73825,4.7808,4.80616,4.74392,4.7424,4.77562,4.80817,4.74297,4.79651,4.75738,4.75193,4.84152,4.66898,4.75042,4.7523,-3.78033,-3.103556,-3.3872449,-3.3500738,-3.2784226,-3.746732,-2.906178,-2.9925157,-3.5589407,-3.5429335,-3.2644021,-3.7546169,-3.6755453,-4.3828703,-3.234899,-3.5821974,-3.228294,-3.5876293,-3.2791674,-3.3986992,-3.4276874,-3.1993396,-3.1712884,-3.2905389,-3.2933316,-3.4465066,-3.6788621,-3.8876493,-3.1915905,-3.106939,-3.5157916,-3.0154599,-2.9922742,-3.248652,-3.2535652,-3.7313933,-3.6610057,-3.2006076,-3.8480496,-3.5631411,-2.7185265,-3.7224396,-3.5143793,-3.7592615,-3.3142735,-3.4453553,-3.5133069,-3.2985522,-2.7391465,-3.5497365,-3.2277951,-3.9119367,-3.593376,-3.3224966,-3.4023893,-3.2732493,-3.5727191,-3.6850197,-2.6598474,-3.4163384,-3.4865012,-3.2166223,-4.0030089,-3.2708956,-3.1713938,-3.6461581,-3.6072794,-3.5626855,,-8.8268,-8.51858,-8.56113,-8.586490000000001,-8.52425,-8.52273,-8.55595,-8.5885,-8.523299999999999,-8.57684,-8.53771,-8.53226,-8.62185,-8.44931,-8.530750000000001,-8.532630000000001
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower,2.64,8.64,0.15,10906,5.10504,4.80942,4.84277,4.85943,4.81064,4.81632,4.8444,4.86099,4.80799,4.85986,4.81902,4.82228,4.89886,4.72958,4.80346,4.82231,-5.10179,-4.3652796,-4.7151131,-4.6450623,-4.6601803,-4.9762715,-4.2494907,-4.4592587,-4.8763095,-4.8321891,-4.5769182,-5.0880302,-5.0423821,-5.6101671,-4.571704,-4.9324676,-4.6712845,-4.7023852,-4.6500178,-4.6907184,-4.8076974,-4.510437,-4.6577264,-4.6268649,-4.6240856,-4.7489038,-5.0424612,-5.1102624,-4.5085774,-4.4303549,-4.8846106,-4.4492262,-4.2810627,-4.6040853,-4.4544529,-5.0184819,-4.9517267,-4.5214867,-5.103069,-4.8503894,-4.1487893,-4.9765348,-4.9047677,-5.0654658,-4.6502869,-4.8592467,-4.7403751,-4.6020554,-4.1786026,-4.9458194,-4.6260843,-5.1929048,-4.8968045,-4.5837233,-4.7042507,-4.5829598,-4.9011761,-5.1135438,-3.9933145,-4.8401446,-4.7258806,-4.5319803,-5.178203,-4.6404369,-4.5727067,-4.8102594,-4.9440909,-4.7397996,,-10.20683,-9.91121,-9.94456,-9.96122,-9.91243,-9.91811,-9.946190000000001,-9.96278,-9.909780000000001,-9.96165,-9.92081,-9.92407,-10.00065,-9.83137,-9.90525,-9.9241
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_E_UTRA_LOW,4,10,0.5,10913,8.01698,8.13614,8.08018,8.08179,8.31816,8.09472,8.30646,8.20617,7.82579,8.30548,7.60933,7.98445,8.77087,8.92811,7.88948,8.09215,-52.2903,-50.624982,-50.510378,-51.514368,-50.04847,-54.434521,-50.152559,-52.314663,-51.09914,-51.58754,-50.403677,-54.206274,-53.287244,-53.571564,-51.978786,-53.124047,-50.604212,-52.283507,-53.575173,-52.990725,-51.360714,-51.007632,-47.829635,-51.955217,-49.768463,-51.092775,-53.3019,-51.672668,-52.194615,-51.670229,-52.398862,-49.954315,-51.606121,-53.213477,-53.093292,-51.385935,-50.966099,-52.355874,-53.799567,-51.212719,-50.451789,-53.190432,-51.286394,-52.27095,-51.486393,-49.206377,-51.750223,-50.896771,-50.405695,-51.892608,-51.175941,-51.613585,-50.907313,-50.824887,-52.627075,-52.231244,-52.327998,-53.173575,-50.282885,-51.875395,-52.928353,-52.662282,-52.969859,-53.09769,-50.068508,-52.245074,-51.565966,-52.900763,,-60.307280000000006,-60.42644,-60.37048,-60.37209,-60.60846,-60.385020000000004,-60.59676,-60.49647,-60.11609,-60.595780000000005,-59.89963,-60.274750000000004,-61.061170000000004,-61.218410000000006,-60.17978,-60.382450000000006
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_ACLR1_LOW,4,10,0.5,10914,7.13535,7.10515,7.15748,7.08696,7.30571,7.10862,7.3109,7.28879,6.84703,7.33865,6.68573,7.01721,7.88527,8.05361,6.96913,7.19633,-60.0666,-58.386501,-58.159546,-59.325721,-57.813819,-62.223309,-57.914828,-59.843313,-58.886846,-59.414277,-58.152563,-61.971837,-61.01755,-61.381861,-59.782547,-60.814726,-58.3059,-60.03715,-61.07005,-60.811977,-59.077612,-58.728006,-55.498525,-59.644323,-57.490177,-58.927755,-61.128425,-59.452337,-59.89487,-59.396615,-60.178909,-57.722136,-59.348919,-60.998449,-60.69242,-59.214512,-58.743381,-59.984935,-61.486937,-59.085166,-58.23771,-60.875734,-59.05294,-59.974275,-59.230473,-56.956441,-59.448681,-58.532903,-58.037289,-59.711414,-58.912967,-59.398952,-58.733134,-58.648149,-60.232774,-60.016448,-60.054944,-60.964849,-57.95686,-59.659324,-60.647638,-60.235914,-60.771874,-60.776362,-57.925575,-59.998384,-59.375923,-60.535214,,-67.20195,-67.17175,-67.22408,-67.15356,-67.37231,-67.17522,-67.3775,-67.35539,-66.91363,-67.40525,-66.75233,-67.08381,-67.95187,-68.12021,-67.03573,-67.26293
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_E_UTRA_UP,4,10,0.5,10917,6.56098,6.30791,6.29904,6.15096,6.38749,6.3048,6.20778,6.45841,5.99791,6.31629,6.12001,6.15673,6.76754,6.70001,6.26388,6.24972,-53.5909,-52.153167,-52.554812,-53.316642,-52.471245,-54.292138,-52.256979,-52.791217,-53.094477,-53.458091,-52.600645,-54.25943,-53.78989,-54.149934,-53.48142,-53.854517,-52.8032,-53.467469,-53.392135,-53.661086,-53.079087,-52.685074,-50.622623,-53.418227,-52.348353,-53.051327,-53.941023,-53.37769,-53.283073,-52.705487,-53.759948,-52.367483,-52.728392,-53.465675,-53.166541,-53.139926,-52.969507,-53.075208,-54.106275,-53.175713,-52.386821,-53.892882,-53.166273,-53.645178,-52.963347,-51.914794,-53.071214,-52.493469,-51.956032,-53.427126,-52.946757,-53.425953,-52.755855,-52.824177,-53.407872,-53.312136,-53.379666,-54.014522,-51.943082,-53.499837,-53.787632,-53.211542,-53.98208,-53.582239,-52.396054,-53.327759,-53.291174,-53.315704,,-60.15188,-59.89881,-59.889939999999996,-59.741859999999996,-59.97839,-59.8957,-59.79868,-60.04931,-59.588809999999995,-59.90719,-59.71091,-59.74763,-60.35844,-60.29091,-59.85478,-59.84062
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_ACLR1_UP,4,10,0.5,10918,7.31032,7.16574,7.20338,7.01119,7.2963,7.17489,7.01486,7.3377,6.83657,7.22548,6.90346,7.05921,7.76823,7.75002,7.10377,7.05524,-60.2302,-58.492384,-58.773438,-59.79291,-58.54945,-61.17657,-58.586989,-59.168338,-59.510582,-59.850803,-58.884693,-60.904609,-60.367257,-60.62912,-59.946999,-60.542497,-59.133748,-59.963059,-59.872104,-60.261205,-59.571038,-59.019931,-56.371909,-59.771459,-58.341697,-59.351413,-60.495339,-59.698399,-59.506432,-59.227247,-60.196163,-58.48209,-59.208896,-60.148535,-59.726088,-59.63432,-59.377512,-59.675276,-60.701077,-59.442087,-58.625745,-60.375329,-59.525575,-60.206648,-59.471879,-57.872889,-59.580924,-58.739671,-58.427975,-59.781706,-59.173446,-59.705448,-59.209367,-59.197733,-60.151675,-59.959386,-59.956561,-60.716147,-58.427744,-59.974104,-60.372624,-59.798172,-60.541948,-60.246648,-58.602474,-59.902275,-59.630791,-60.028094,,-67.54052,-67.39594000000001,-67.43358,-67.24139000000001,-67.5265,-67.40509,-67.24506000000001,-67.56790000000001,-67.06677,-67.45568,-67.13366,-67.28941,-67.99843,-67.98022,-67.33397000000001,-67.28544000000001
TX3_4G_FDD_Band07,G0D1_RF,1.64,7.64,0.15,10602,4.5157,4.2793,4.33499,4.3301,4.29212,4.30892,4.30682,4.30926,4.26649,4.34252,4.25052,4.33206,4.34991,4.26778,4.29418,4.29611,9.19261,9.1740537,9.0688569,9.2613277,9.1924274,9.5138032,9.2404398,9.0957884,8.9602764,8.8268255,9.3180104,9.137223,8.8843316,9.0893753,9.1089501,9.0339373,9.3316664,9.5125979,9.1976403,9.5445217,9.2142821,9.1619485,9.0864548,9.3472411,8.9844561,9.2089354,9.0334371,9.2664874,9.1658651,9.1424288,9.1924651,8.8504828,9.4984353,9.3441459,9.3568423,8.8546052,9.0697872,9.0234632,9.3439831,9.4152589,9.106076,9.1278756,9.1417921,9.2356641,9.0050609,9.1878371,8.9831829,9.1290191,9.2557265,9.1157034,9.0994788,8.9590894,8.9384653,9.190211,9.2136232,9.3031042,8.8960212,9.0126925,9.4384653,9.031555,9.2202379,9.1451196,9.1908707,8.907988,9.0074787,9.4097677,8.978233,9.3152933,,4.67691,4.91331,4.85762,4.86251,4.9004900000000005,4.8836900000000005,4.88579,4.88335,4.92612,4.85009,4.94209,4.86055,4.8427,4.92483,4.89843,4.8965000000000005
TX3_4G_FDD_Band07,G0D1_IQ,,,,10736,1.98521,1.92972,2.00611,1.87759,1.92261,1.86985,1.93299,1.86895,1.836,1.87178,1.87662,1.93964,1.94384,1.88379,1.872,1.88215,12.8239,11.836078,12.522948,12.136303,12.308104,12.372104,12.07057,12.411854,12.616845,10.938824,12.983211,11.841467,12.281328,11.937996,11.826938,12.145203,12.705808,11.635263,12.338395,12.203761,12.101689,12.573124,11.897841,12.863552,12.368825,12.477536,12.376771,11.74748,11.641063,11.922712,12.178874,12.599596,12.527001,12.470397,11.921511,11.923629,12.082361,12.346422,12.202204,12.784413,11.97461,11.351239,11.855686,12.661125,11.585541,12.333967,11.51182,12.444253,13.006603,11.98726,12.016757,11.681583,12.029779,11.778082,12.139581,12.516991,12.027444,11.9226,11.762231,11.646901,11.917674,11.524688,11.960176,12.212022,12.554359,12.090226,12.124026,11.869289,,10.83869,10.89418,10.81779,10.94631,10.90129,10.95405,10.89091,10.95495,10.9879,10.95212,10.94728,10.88426,10.88006,10.94011,10.9519,10.94175
TX3_4G_FDD_Band07,G5D1_IQ,,,,10737,1.59627,1.56963,1.59718,1.48722,1.5076,1.48723,1.50492,1.46839,1.42518,1.54439,1.49989,1.5404,1.5655,1.51847,1.5123,1.49407,10.47,8.7693897,9.2042329,8.9264807,8.7109177,9.0774111,9.0710087,9.0907343,9.1961844,8.0749844,9.8510217,8.7665441,8.8214652,8.1844847,8.6467371,8.5193389,9.5396786,8.3121884,8.7757779,9.2217319,8.7654093,9.4883168,8.9007608,9.6522934,9.236142,9.261924,9.1439933,8.3780428,8.5915065,8.8425458,9.1320114,9.4261966,9.1348238,9.2302826,8.5313429,8.702721,8.543498,8.7088018,8.8870793,9.6043461,8.9460813,8.2019221,8.4381525,9.0893653,8.298884,9.3335042,8.4197455,8.6314216,9.5288154,8.5826813,8.8357392,8.4177871,8.394753,8.2951509,8.7757267,9.3690565,8.8076274,8.7693019,8.4324153,8.2721832,8.4551719,8.1525627,8.4944395,8.3381496,8.9858212,8.74577,8.653447,8.5884155,,8.87373,8.90037,8.87282,8.98278,8.9624,8.98277,8.96508,9.001610000000001,9.044820000000001,8.92561,8.97011,8.9296,8.9045,8.95153,8.9577,8.97593
